source,target,origin
PRSS3,F2RL2,stMLnet
PRSS3,F2RL3,stMLnet
PRSS3,PARD3,stMLnet
PSAP,CD1B,stMLnet
PSAP,GPR37,stMLnet
PSAP,GPR37L1,stMLnet
PSAP,LRP1,stMLnet
PSAP,SORT1,stMLnet
PSEN1,CD44,stMLnet
PSEN1,NCSTN,stMLnet
PSEN1,NOTCH1,stMLnet
PSEN1,NOTCH2,stMLnet
PSEN1,NOTCH3,stMLnet
PSEN1,NOTCH4,stMLnet
PSPN,GFRA1,stMLnet
PSPN,GFRA4,stMLnet
PSPN,RET,stMLnet
PSPN,SDC3,stMLnet
PTDSS1,JMJD6,stMLnet
PTDSS1,SCARB1,stMLnet
PTGS2,ALOX5,stMLnet
PTGS2,CAV1,stMLnet
PTGS2,PTGDR2,stMLnet
PTH,PTH1R,stMLnet
PTH,PTH2R,stMLnet
PTH2,PTH1R,stMLnet
PTH2,PTH2R,stMLnet
PTHLH,PTH1R,stMLnet
PTHLH,PTH2R,stMLnet
PTMA,VIPR1,stMLnet
PTN,ALK,stMLnet
PTN,ITGAV,stMLnet
PTN,ITGB3,stMLnet
PTN,NCL,stMLnet
PTN,PLXNB2,stMLnet
PTN,PTPRB,stMLnet
PTN,PTPRS,stMLnet
PTN,PTPRZ1,stMLnet
PTN,SDC1,stMLnet
PTN,SDC2,stMLnet
PTN,SDC3,stMLnet
PTN,SDC4,stMLnet
PTPRK,PTPRK,stMLnet
PTPRM,PTPRM,stMLnet
PTPRZ1,L1CAM,stMLnet
PTPRZ1,NCAM1,stMLnet
PVR,CD226,stMLnet
PVR,CD96,stMLnet
PVR,NECTIN3,stMLnet
PVR,TIGIT,stMLnet
PYY,GPR83,stMLnet
PYY,NPY1R,stMLnet
PYY,NPY2R,stMLnet
PYY,NPY4R,stMLnet
PYY,NPY5R,stMLnet
QDPR,DYSF,stMLnet
QRFP,P2RY14,stMLnet
QRFP,QRFPR,stMLnet
RAET1E,KLRK1,stMLnet
RAET1G,KLRK1,stMLnet
RARRES2,CCRL2,stMLnet
RBP3,NOTCH1,stMLnet
RBP4,STRA6,stMLnet
RELN,ITGA3,stMLnet
RELN,ITGB1,stMLnet
RELN,LRP8,stMLnet
RELN,VLDLR,stMLnet
REN,ASIC3,stMLnet
REN,ATP6AP2,stMLnet
RETN,CAP1,stMLnet
RETN,TLR4,stMLnet
RGMA,BMPR1B,stMLnet
RGMA,BMPR2,stMLnet
RGMA,NEO1,stMLnet
RGMB,BMPR1B,stMLnet
RGMB,BMPR2,stMLnet
RGMB,NEO1,stMLnet
RIMS1,SLC17A7,stMLnet
RIMS1,SLC18A2,stMLnet
RIMS1,SLC18A3,stMLnet
RLN1,RXFP1,stMLnet
RLN1,RXFP2,stMLnet
RLN1,RXFP3,stMLnet
RLN1,RXFP4,stMLnet
RLN2,RXFP1,stMLnet
RLN2,RXFP2,stMLnet
RLN2,RXFP3,stMLnet
RLN3,RXFP1,stMLnet
RLN3,RXFP2,stMLnet
RLN3,RXFP3,stMLnet
RLN3,RXFP4,stMLnet
RNASE2,TLR2,stMLnet
ROBO1,ROBO1,stMLnet
ROBO2,ROBO2,stMLnet
RPH3A,NRXN1,stMLnet
RSPO1,FZD8,stMLnet
RSPO1,LGR4,stMLnet
RSPO1,LGR5,stMLnet
RSPO1,LGR6,stMLnet
RSPO1,LRP6,stMLnet
RSPO1,ZNRF3,stMLnet
RSPO2,LGR4,stMLnet
RSPO2,LGR5,stMLnet
RSPO2,LGR6,stMLnet
RSPO2,RNF43,stMLnet
RSPO2,ZNRF3,stMLnet
RSPO3,FZD8,stMLnet
RSPO3,LGR4,stMLnet
RSPO3,LGR5,stMLnet
RSPO3,LGR6,stMLnet
RSPO3,LRP6,stMLnet
RSPO3,SDC4,stMLnet
RSPO4,LGR4,stMLnet
RSPO4,LGR5,stMLnet
RSPO4,LGR6,stMLnet
RTN4,CNTNAP1,stMLnet
RTN4,GJB2,stMLnet
RTN4,LINGO1,stMLnet
RTN4,NGFR,stMLnet
RTN4,RTN4R,stMLnet
RTN4,RTN4RL1,stMLnet
RTN4,S1PR2,stMLnet
S100A8,TLR4,stMLnet
S100A9,TLR4,stMLnet
SAA1,CD36,stMLnet
SAA1,FPR2,stMLnet
SAA1,SCARB1,stMLnet
SCGB1A1,LRP2,stMLnet
SCGB3A1,MARCO,stMLnet
SCGB3A2,MARCO,stMLnet
SCT,ADCYAP1R1,stMLnet
SCT,SCTR,stMLnet
SCT,VIPR1,stMLnet
SCT,VIPR2,stMLnet
SDC2,PTPRJ,stMLnet
SELPLG,ESAM,stMLnet
SELPLG,ITGAM,stMLnet
SELPLG,ITGB2,stMLnet
SELPLG,SELE,stMLnet
SELPLG,SELL,stMLnet
SELPLG,SELP,stMLnet
SEMA3A,NRP1,stMLnet
SEMA3A,NRP2,stMLnet
SEMA3A,PLXNA1,stMLnet
SEMA3A,PLXNA2,stMLnet
SEMA3A,PLXNA3,stMLnet
SEMA3A,PLXNA4,stMLnet
SEMA3B,NRP1,stMLnet
SEMA3B,NRP2,stMLnet
SEMA3B,PLXNA1,stMLnet
SEMA3B,PLXNA2,stMLnet
SEMA3B,PLXNA3,stMLnet
SEMA3B,PLXNA4,stMLnet
SEMA3C,NRP1,stMLnet
SEMA3C,NRP2,stMLnet
SEMA3C,PLXNA1,stMLnet
SEMA3C,PLXNA2,stMLnet
SEMA3C,PLXNA3,stMLnet
SEMA3C,PLXNA4,stMLnet
SEMA3C,PLXND1,stMLnet
SEMA3D,NRP1,stMLnet
SEMA3D,NRP2,stMLnet
SEMA3D,PLXNA1,stMLnet
SEMA3D,PLXNA2,stMLnet
SEMA3D,PLXNA3,stMLnet
SEMA3D,PLXNA4,stMLnet
SEMA3E,NRP1,stMLnet
SEMA3E,PLXND1,stMLnet
SEMA3F,NRP1,stMLnet
SEMA3F,NRP2,stMLnet
SEMA3F,PLXNA1,stMLnet
SEMA3F,PLXNA2,stMLnet
SEMA3F,PLXNA3,stMLnet
SEMA3F,PLXNA4,stMLnet
SEMA3G,NRP2,stMLnet
SEMA3G,PLXNA1,stMLnet
SEMA3G,PLXNA2,stMLnet
SEMA3G,PLXNA3,stMLnet
SEMA3G,PLXNA4,stMLnet
SEMA4C,PLXNB2,stMLnet
SEMA4D,CD72,stMLnet
SEMA4D,ERBB2,stMLnet
SEMA4D,MET,stMLnet
SEMA4D,PLXNB1,stMLnet
SEMA4D,PLXNB2,stMLnet
SEMA4D,PLXNB3,stMLnet
SEMA5B,PLXNA1,stMLnet
SEMA5B,PLXNA3,stMLnet
SEMA6A,PLXNA2,stMLnet
SEMA6A,PLXNA4,stMLnet
SEMA6B,PLXNA2,stMLnet
SEMA6B,PLXNA4,stMLnet
SERPINA1,LRP1,stMLnet
SERPINC1,GPC1,stMLnet
SERPINC1,LRP1,stMLnet
SERPINC1,SDC2,stMLnet
SERPINE1,ITGAV,stMLnet
SERPINE1,ITGB5,stMLnet
SERPINE1,LRP1,stMLnet
SERPINE1,LRP2,stMLnet
SERPINE1,PLAUR,stMLnet
SERPINE2,LRP1,stMLnet
SERPING1,LRP1,stMLnet
SERPING1,SELE,stMLnet
SERPING1,SELP,stMLnet
SERTAD1,AR,stMLnet
SFRP1,FZD2,stMLnet
SFRP1,FZD6,stMLnet
SFRP2,FZD5,stMLnet
SFTPA1,TLR2,stMLnet
SFTPD,LY96,stMLnet
SFTPD,SIRPA,stMLnet
SFTPD,TLR4,stMLnet
SHANK1,SSTR2,stMLnet
SHH,BOC,stMLnet
SHH,CDON,stMLnet
SHH,GAS1,stMLnet
SHH,GPC5,stMLnet
SHH,HHIP,stMLnet
SHH,LRP2,stMLnet
SHH,PTCH1,stMLnet
SHH,PTCH2,stMLnet
SHH,SMO,stMLnet
SIGLEC1,SPN,stMLnet
SIRPA,CD47,stMLnet
SIRPB2,CD47,stMLnet
SLAMF1,SLAMF1,stMLnet
SLAMF6,SLAMF6,stMLnet
SLIT1,GPC1,stMLnet
SLIT1,ROBO1,stMLnet
SLIT1,ROBO2,stMLnet
SLIT1,SDC1,stMLnet
SLIT2,APP,stMLnet
SLIT2,DCC,stMLnet
SLIT2,GPC1,stMLnet
SLIT2,ROBO1,stMLnet
SLIT2,ROBO2,stMLnet
SLIT2,SDC1,stMLnet
SLIT3,ROBO1,stMLnet
SLIT3,ROBO2,stMLnet
SLITRK1,PTPRD,stMLnet
SLITRK1,PTPRS,stMLnet
SLITRK2,PTPRD,stMLnet
SLITRK2,PTPRS,stMLnet
SLITRK3,PTPRD,stMLnet
SLITRK3,PTPRS,stMLnet
SLITRK5,PTPRD,stMLnet
SLITRK6,PTPRS,stMLnet
SLPI,CD4,stMLnet
SLURP1,CHRNA1,stMLnet
SLURP1,CHRNA10,stMLnet
SLURP1,CHRNA2,stMLnet
SLURP1,CHRNA3,stMLnet
SLURP1,CHRNA4,stMLnet
SLURP1,CHRNA5,stMLnet
SLURP1,CHRNA6,stMLnet
SLURP1,CHRNA7,stMLnet
SLURP1,CHRNA9,stMLnet
SLURP1,CHRNB1,stMLnet
SLURP1,CHRNB2,stMLnet
SLURP1,CHRNB3,stMLnet
SLURP1,CHRNB4,stMLnet
SLURP1,CHRND,stMLnet
SLURP1,CHRNE,stMLnet
SLURP1,CHRNG,stMLnet
SLURP2,CHRNA1,stMLnet
SLURP2,CHRNA10,stMLnet
SLURP2,CHRNA2,stMLnet
SLURP2,CHRNA3,stMLnet
SLURP2,CHRNA4,stMLnet
SLURP2,CHRNA5,stMLnet
SLURP2,CHRNA6,stMLnet
SLURP2,CHRNA7,stMLnet
SLURP2,CHRNA9,stMLnet
SLURP2,CHRNB1,stMLnet
SLURP2,CHRNB2,stMLnet
SLURP2,CHRNB3,stMLnet
SLURP2,CHRNB4,stMLnet
SLURP2,CHRND,stMLnet
SLURP2,CHRNE,stMLnet
SLURP2,CHRNG,stMLnet
SNCA,LAG3,stMLnet
SORBS1,ITGA1,stMLnet
SORBS1,ITGB5,stMLnet
SOST,LRP4,stMLnet
SOST,LRP5,stMLnet
SOST,LRP6,stMLnet
SOSTDC1,LRP4,stMLnet
SOSTDC1,LRP5,stMLnet
SOSTDC1,LRP6,stMLnet
SPINK1,EGFR,stMLnet
SPON1,APP,stMLnet
SPON1,LRP8,stMLnet
SPON2,ITGA4,stMLnet
SPON2,ITGA5,stMLnet
SPON2,ITGAM,stMLnet
SPON2,ITGB1,stMLnet
SPON2,ITGB2,stMLnet
SPP1,CD44,stMLnet
SPP1,ITGA4,stMLnet
SPP1,ITGA5,stMLnet
SPP1,ITGA8,stMLnet
SPP1,ITGA9,stMLnet
SPP1,ITGAV,stMLnet
SPP1,ITGB1,stMLnet
SPP1,ITGB3,stMLnet
SPP1,ITGB5,stMLnet
SPP1,ITGB6,stMLnet
SPX,GALR2,stMLnet
SPX,GALR3,stMLnet
SST,SSTR1,stMLnet
SST,SSTR2,stMLnet
SST,SSTR3,stMLnet
SST,SSTR4,stMLnet
SST,SSTR5,stMLnet
ST6GAL1,CD22,stMLnet
TAC1,TACR1,stMLnet
TAC1,TACR2,stMLnet
TAC1,TACR3,stMLnet
TAC3,TACR1,stMLnet
TAC3,TACR2,stMLnet
TAC3,TACR3,stMLnet
TAC4,TACR1,stMLnet
TAC4,TACR2,stMLnet
TAC4,TACR3,stMLnet
TAFA4,FPR1,stMLnet
TCN1,CD320,stMLnet
TCN2,CNR1,stMLnet
TCN2,LRP2,stMLnet
TCTN1,TMEM67,stMLnet
TDGF1,ACVR1B,stMLnet
TDGF1,ACVR2A,stMLnet
TDGF1,ACVR2B,stMLnet
TDGF1,GPC1,stMLnet
TF,TFR2,stMLnet
TF,TFRC,stMLnet
TFF2,CXCR4,stMLnet
TFF3,ACKR3,stMLnet
TFF3,CXCR4,stMLnet
TFPI,F3,stMLnet
TFPI,LRP1,stMLnet
TFPI,SDC4,stMLnet
TFPI,VLDLR,stMLnet
TG,ASGR1,stMLnet
TG,LRP2,stMLnet
TGFA,EGFR,stMLnet
TGFA,ERBB2,stMLnet
TGFA,ERBB3,stMLnet
TGFA,ERBB4,stMLnet
TGFB1,ACVR1,stMLnet
TGFB1,ACVR1B,stMLnet
TGFB1,ACVR1C,stMLnet
TGFB1,ACVRL1,stMLnet
TGFB1,CAV1,stMLnet
TGFB1,CD109,stMLnet
TGFB1,CXCR4,stMLnet
TGFB1,ENG,stMLnet
TGFB1,ITGAV,stMLnet
TGFB1,ITGB6,stMLnet
TGFB1,ITGB8,stMLnet
TGFB1,SDC2,stMLnet
TGFB1,TGFBR1,stMLnet
TGFB1,TGFBR2,stMLnet
TGFB1,TGFBR3,stMLnet
TGFB2,ACVR1,stMLnet
TGFB2,ACVR1B,stMLnet
TGFB2,ACVR1C,stMLnet
TGFB2,ENG,stMLnet
TGFB2,TGFBR1,stMLnet
TGFB2,TGFBR2,stMLnet
TGFB2,TGFBR3,stMLnet
TGFB3,ACVR1,stMLnet
TGFB3,ACVR1B,stMLnet
TGFB3,ACVR1C,stMLnet
TGFB3,ACVRL1,stMLnet
TGFB3,ENG,stMLnet
TGFB3,TGFBR1,stMLnet
TGFB3,TGFBR2,stMLnet
TGFB3,TGFBR3,stMLnet
TGM2,ITGA4,stMLnet
TGM2,ITGA9,stMLnet
TGM2,ITGB1,stMLnet
TGM2,ITGB3,stMLnet
TGM2,SDC4,stMLnet
TGM2,TBXA2R,stMLnet
THBS1,CD36,stMLnet
THBS1,CD47,stMLnet
THBS1,ITGA2B,stMLnet
THBS1,ITGA3,stMLnet
THBS1,ITGA4,stMLnet
THBS1,ITGA6,stMLnet
THBS1,ITGAV,stMLnet
THBS1,ITGB1,stMLnet
THBS1,ITGB3,stMLnet
THBS1,LRP1,stMLnet
THBS1,PTPRJ,stMLnet
THBS1,SCARB1,stMLnet
THBS1,SDC1,stMLnet
THBS1,SDC4,stMLnet
THBS1,TNFRSF11B,stMLnet
THBS2,CD36,stMLnet
THBS2,CD47,stMLnet
THBS2,ITGA3,stMLnet
THBS2,ITGA4,stMLnet
THBS2,ITGA6,stMLnet
THBS2,ITGAV,stMLnet
THBS2,ITGB1,stMLnet
THBS2,ITGB3,stMLnet
THBS2,NOTCH3,stMLnet
THBS2,NOTCH4,stMLnet
THBS2,SDC1,stMLnet
THBS2,SDC4,stMLnet
THBS3,CD36,stMLnet
THBS3,CD47,stMLnet
THBS3,ITGA3,stMLnet
THBS3,ITGAV,stMLnet
THBS3,ITGB1,stMLnet
THBS3,ITGB3,stMLnet
THBS3,SDC1,stMLnet
THBS3,SDC4,stMLnet
THBS4,CD36,stMLnet
THBS4,CD47,stMLnet
THBS4,ITGA3,stMLnet
THBS4,ITGAV,stMLnet
THBS4,ITGB1,stMLnet
THBS4,ITGB3,stMLnet
THBS4,SDC1,stMLnet
THBS4,SDC4,stMLnet
THPO,MPL,stMLnet
THPO,SIRPB1,stMLnet
THY1,ITGAM,stMLnet
THY1,ITGAV,stMLnet
THY1,ITGAX,stMLnet
THY1,ITGB2,stMLnet
THY1,ITGB3,stMLnet
TIMP1,CD63,stMLnet
TIMP2,ITGA3,stMLnet
TIMP2,ITGB1,stMLnet
TIMP3,AGTR2,stMLnet
TIMP3,KDR,stMLnet
TNC,CNTN1,stMLnet
TNC,EGFR,stMLnet
TNC,ITGA2,stMLnet
TNC,ITGA2B,stMLnet
TNC,ITGA7,stMLnet
TNC,ITGA8,stMLnet
TNC,ITGA9,stMLnet
TNC,ITGAV,stMLnet
TNC,ITGB1,stMLnet
TNC,ITGB3,stMLnet
TNC,ITGB6,stMLnet
TNC,NT5E,stMLnet
TNC,PTPRB,stMLnet
TNC,PTPRZ1,stMLnet
TNC,SDC1,stMLnet
TNC,SDC4,stMLnet
TNF,LTBR,stMLnet
TNF,SLC5A11,stMLnet
TNF,TNFRSF1A,stMLnet
TNF,TNFRSF1B,stMLnet
TNF,TNFRSF21,stMLnet
TNFRSF14,BTLA,stMLnet
TNFRSF14,CD160,stMLnet
TNFRSF4,TNFSF4,stMLnet
TNFSF10,TNFRSF10A,stMLnet
TNFSF10,TNFRSF10B,stMLnet
TNFSF10,TNFRSF10C,stMLnet
TNFSF10,TNFRSF10D,stMLnet
TNFSF10,TNFRSF11B,stMLnet
TNFSF11,TNFRSF11A,stMLnet
TNFSF11,TNFRSF11B,stMLnet
TNFSF12,CD163,stMLnet
TNFSF12,TNFRSF12A,stMLnet
TNFSF13,FAS,stMLnet
TNFSF13,SDC2,stMLnet
TNFSF13,TNFRSF11B,stMLnet
TNFSF13,TNFRSF13B,stMLnet
TNFSF13,TNFRSF14,stMLnet
TNFSF13,TNFRSF17,stMLnet
TNFSF13,TNFRSF1A,stMLnet
TNFSF13B,TNFRSF13B,stMLnet
TNFSF13B,TNFRSF13C,stMLnet
TNFSF13B,TNFRSF17,stMLnet
TNFSF14,LTBR,stMLnet
TNFSF14,TNFRSF14,stMLnet
TNFSF14,TNFRSF6B,stMLnet
TNFSF15,TNFRSF25,stMLnet
TNFSF15,TNFRSF6B,stMLnet
TNFSF18,TNFRSF18,stMLnet
TNFSF9,TNFRSF9,stMLnet
TNN,ITGA2B,stMLnet
TNN,ITGA8,stMLnet
TNN,ITGA9,stMLnet
TNN,ITGAV,stMLnet
TNN,ITGB1,stMLnet
TNN,ITGB3,stMLnet
TNN,ITGB6,stMLnet
TNN,SDC1,stMLnet
TNN,SDC4,stMLnet
TNR,ITGA2B,stMLnet
TNR,ITGA8,stMLnet
TNR,ITGA9,stMLnet
TNR,ITGAV,stMLnet
TNR,ITGB1,stMLnet
TNR,ITGB3,stMLnet
TNR,ITGB6,stMLnet
TNR,SDC1,stMLnet
TNR,SDC4,stMLnet
TNXB,ITGA2B,stMLnet
TNXB,ITGA8,stMLnet
TNXB,ITGA9,stMLnet
TNXB,ITGAV,stMLnet
TNXB,ITGB1,stMLnet
TNXB,ITGB3,stMLnet
TNXB,ITGB6,stMLnet
TNXB,SDC1,stMLnet
TNXB,SDC4,stMLnet
TOR2A,ATP5F1B,stMLnet
TPH1,HTR1A,stMLnet
TPH1,HTR1B,stMLnet
TPH1,HTR1D,stMLnet
TPH1,HTR1E,stMLnet
TPH1,HTR1F,stMLnet
TPH1,HTR2A,stMLnet
TPH1,HTR2B,stMLnet
TPH1,HTR2C,stMLnet
TPH1,HTR4,stMLnet
TPH1,HTR5A,stMLnet
TPH1,HTR6,stMLnet
TPH1,HTR7,stMLnet
TRH,TRHR,stMLnet
TSHB,TSHR,stMLnet
TSLP,CRLF2,stMLnet
TSLP,IL7R,stMLnet
UBA52,ACVR1,stMLnet
UBA52,AGTR1,stMLnet
UBA52,BMPR1B,stMLnet
UBA52,EGFR,stMLnet
UBA52,ERBB2,stMLnet
UBA52,FSHR,stMLnet
UBA52,NOTCH1,stMLnet
UBA52,TGFBR1,stMLnet
UBA52,TGFBR2,stMLnet
UCN,CRHR1,stMLnet
UCN,CRHR2,stMLnet
UCN2,CRHR1,stMLnet
UCN2,CRHR2,stMLnet
UCN2,IL10RB,stMLnet
UCN3,CRHR1,stMLnet
UCN3,CRHR2,stMLnet
UCN3,IL10RB,stMLnet
ULBP1,HCST,stMLnet
ULBP1,KLRK1,stMLnet
ULBP2,KLRK1,stMLnet
UTS2,UTS2R,stMLnet
UTS2B,SSTR5,stMLnet
UTS2B,UTS2R,stMLnet
VASP,CXCR2,stMLnet
VCAM1,ITGA4,stMLnet
VCAM1,ITGA9,stMLnet
VCAM1,ITGAD,stMLnet
VCAM1,ITGB1,stMLnet
VCAM1,ITGB2,stMLnet
VCAM1,ITGB7,stMLnet
VCAN,CD44,stMLnet
VCAN,EGFR,stMLnet
VCAN,ITGB1,stMLnet
VCAN,SELL,stMLnet
VCAN,SELP,stMLnet
VCAN,TLR1,stMLnet
VCAN,TLR2,stMLnet
VEGFA,EGFR,stMLnet
VEGFA,FLT1,stMLnet
VEGFA,GPC1,stMLnet
VEGFA,ITGA9,stMLnet
VEGFA,ITGAV,stMLnet
VEGFA,ITGB1,stMLnet
VEGFA,KDR,stMLnet
VEGFA,NRP1,stMLnet
VEGFA,NRP2,stMLnet
VEGFA,RET,stMLnet
VEGFA,SIRPA,stMLnet
VEGFB,FLT1,stMLnet
VEGFB,NRP1,stMLnet
VEGFB,RET,stMLnet
VEGFC,FLT1,stMLnet
VEGFC,FLT4,stMLnet
VEGFC,ITGA9,stMLnet
VEGFC,ITGB1,stMLnet
VEGFC,KDR,stMLnet
VEGFC,LYVE1,stMLnet
VEGFC,NRP2,stMLnet
VEGFC,VIPR2,stMLnet
VEGFD,FLT4,stMLnet
VEGFD,ITGA9,stMLnet
VEGFD,KDR,stMLnet
VEGFD,NRP2,stMLnet
VIM,CD44,stMLnet
VIP,ADCYAP1R1,stMLnet
VIP,SCTR,stMLnet
VIP,VIPR1,stMLnet
VIP,VIPR2,stMLnet
VSIR,IGSF11,stMLnet
VTN,CD47,stMLnet
VTN,ITGA2B,stMLnet
VTN,ITGA3,stMLnet
VTN,ITGA5,stMLnet
VTN,ITGA8,stMLnet
VTN,ITGAV,stMLnet
VTN,ITGB1,stMLnet
VTN,ITGB3,stMLnet
VTN,ITGB5,stMLnet
VTN,ITGB6,stMLnet
VTN,ITGB8,stMLnet
VTN,KDR,stMLnet
VTN,PLAUR,stMLnet
VTN,PVR,stMLnet
VTN,TNFRSF11B,stMLnet
VWF,GP1BA,stMLnet
VWF,GP1BB,stMLnet
VWF,GP5,stMLnet
VWF,GP9,stMLnet
VWF,ITGA2B,stMLnet
VWF,ITGAV,stMLnet
VWF,ITGB3,stMLnet
VWF,SELP,stMLnet
VWF,SIRPA,stMLnet
VWF,TNFRSF11B,stMLnet
WNT1,FZD1,stMLnet
WNT1,FZD10,stMLnet
WNT1,FZD2,stMLnet
WNT1,FZD3,stMLnet
WNT1,FZD4,stMLnet
WNT1,FZD5,stMLnet
WNT1,FZD6,stMLnet
WNT1,FZD7,stMLnet
WNT1,FZD8,stMLnet
WNT1,FZD9,stMLnet
WNT1,LRP5,stMLnet
WNT1,LRP6,stMLnet
WNT1,ROR2,stMLnet
WNT1,RYK,stMLnet
WNT10A,FZD1,stMLnet
WNT10A,FZD10,stMLnet
WNT10A,FZD2,stMLnet
WNT10A,FZD3,stMLnet
WNT10A,FZD4,stMLnet
WNT10A,FZD5,stMLnet
WNT10A,FZD6,stMLnet
WNT10A,FZD7,stMLnet
WNT10A,FZD8,stMLnet
WNT10A,FZD9,stMLnet
WNT10A,LRP5,stMLnet
WNT10A,LRP6,stMLnet
WNT10B,FZD1,stMLnet
